LOGIN,IP,PUERTO,ESTADO_ELEMENTO,ESTADO_SERVICIO
empfobrav_m,172.22.101.254,xdsl 12,HABILITADO,Activo
queppclav,172.22.56.254,xdsl 4,HABILITADO,Cancel
uiorlgalarzaa,172.30.251.24,xdsl 22,HABILITADO,Activo
bbhabcampoverd,172.23.24.254,xdsl 15,HABILITADO,Activo
gyedionosa2,172.27.151.254,xdsl 32,HABILITADO,Activo
baltachon,172.26.2.253,xdsl 44,HABILITADO,Activo
salabastej2_m,172.18.58.254,xdsl 31,HABILITADO,Activo
manaemaldonadoa,172.28.34.254,xdsl 24,HABILITADO,Activo
jipfjcano,172.21.21.253,xdsl 43,HABILITADO,Activo
bbhmvvill_m,172.23.29.254,xdsl 45,HABILITADO,Activo
troyynara_m,10.114.13.254,xdsl 48,HABILITADO,Activo
porrvbarrezuet,172.29.50.254,xdsl 40,HABILITADO,Activo
jipajsancanb,172.21.32.253,xdsl 14,HABILITADO,Activo
quemjsion,172.22.53.254,xdsl 48,HABILITADO,Activo
durmvsalt_m,172.17.133.254,xdsl 43,HABILITADO,Activo
libimdevinek,172.18.41.254,xdsl 6,HABILITADO,Activo
mankybonillai,172.28.40.61,xdsl 29,HABILITADO,Activo
empalbrav_m,172.22.103.254,xdsl 15,HABILITADO,Activo
LIBRE,172.25.2.253,xdsl 15,BLOQUEADO,In-Corte
macnpgonzalezt,172.20.38.254,xdsl 47,HABILITADO,Activo
macgwreinosoc_m,172.20.36.254,xdsl 27,HABILITADO,Activo
stlraguil23456,172.18.56.254,xdsl 41,HABILITADO,Activo
macajaguirren_m,172.20.20.254,xdsl 19,HABILITADO,Activo
quetamend,172.22.66.254,xdsl 35,HABILITADO,Activo
macgaguzm_m,172.20.62.254,xdsl 2,HABILITADO,Activo
LIBRE,172.26.2.252,xdsl 23,BLOQUEADO,In-Corte
milycheng,172.16.21.254,xdsl 20,HABILITADO,Activo
LIBRE,172.30.252.139,xdsl 14,BLOQUEADO,In-Corte
manjmcastil_m,172.28.75.254,xdsl 8,HABILITADO,Activo
milplmorenow,172.16.22.253,xdsl 27,HABILITADO,Activo
stdamvida,172.30.253.76,xdsl 28,HABILITADO,Activo
vindecere,172.25.2.254,xdsl 17,HABILITADO,Activo
palmvtoazao,172.25.8.254,xdsl 47,HABILITADO,Activo
milgafreiree_m,172.16.63.254,xdsl 12,HABILITADO,Activo
quebsa,172.22.37.254,xdsl 34,HABILITADO,Activo
yagahcantig2,172.16.106.254,xdsl 17,HABILITADO,Activo
quebjona,172.22.50.254,xdsl 9,HABILITADO,Activo
zaramcint_m,172.24.64.254,xdsl 41,HABILITADO,Activo
milcnsaman_m6,172.16.45.254,xdsl 4,HABILITADO,Activo
uiotmejiam1,172.30.254.179,xdsl 34,HABILITADO,Cancel
uiojrvegar,172.30.251.84,xdsl 35,HABILITADO,Activo
balsmavil_m,172.26.3.254,xdsl 35,HABILITADO,Activo
triempinedac,10.114.3.253,xdsl 26,HABILITADO,Activo
vingnmorans,172.25.1.252,xdsl 16,HABILITADO,Cancel
trolvcaleroe2,10.114.5.254,xdsl 16,HABILITADO,Activo
vinwftapiam,172.25.3.254,xdsl 6,HABILITADO,Cancel
vinhecaic,172.25.1.254,xdsl 48,HABILITADO,Activo
uiomdtamayoj,172.30.249.86,xdsl 2,HABILITADO,Activo
vinjlsoto,172.25.2.252,xdsl 1,HABILITADO,Activo
troenminac,10.114.10.254,xdsl 40,HABILITADO,Activo
manlmpita_m,172.28.125.252,xdsl 39,HABILITADO,Activo
manorsant_m,172.28.34.251,xdsl 10,HABILITADO,Activo
pinlfcres_m,172.24.30.254,xdsl 35,HABILITADO,Activo
quemlbonillac,172.22.41.254,xdsl 12,HABILITADO,Cancel
pindacuen_m,172.24.51.254,xdsl 31,HABILITADO,Activo
triyburuc2,10.114.16.254,xdsl 36,HABILITADO,Activo
quejkchil_m,172.22.58.254,xdsl 45,HABILITADO,Activo
vinfamorant,172.25.4.254,xdsl 13,HABILITADO,Cancel
jipjacanartem,172.21.26.254,xdsl 15,HABILITADO,Activo
trorcamachor,10.114.6.254,xdsl 25,HABILITADO,Activo
milmalozad_m6,172.16.60.254,xdsl 24,HABILITADO,Activo
milbmbarrei,172.16.24.253,xdsl 14,HABILITADO,Activo
milmileonz_m6,172.16.21.245,xdsl 10,HABILITADO,Activo
macmcrosa_m,172.20.45.254,xdsl 48,HABILITADO,Activo
uiocvmeji,172.30.251.50,xdsl 1,HABILITADO,Cancel
blsnczamb_m3,10.111.3.254,xdsl 3,HABILITADO,Activo
libjleej_m,172.18.52.254,xdsl 17,HABILITADO,Activo
stlmeastu_m,172.18.64.254,xdsl 23,HABILITADO,Activo
LIBRE,172.25.5.254,xdsl 10,BLOQUEADO,Cancel
milsmorgadog_m4,172.16.21.252,xdsl 7,HABILITADO,Activo
vinfundac23,172.25.1.250,xdsl 18,HABILITADO,Activo
durjsperaltav,172.17.105.254,xdsl 10,HABILITADO,Activo
pinkyzambran_m,172.24.32.254,xdsl 4,HABILITADO,Activo
quejavelasqueza,172.22.54.254,xdsl 19,HABILITADO,Activo
uiopjmartineza1,172.30.249.90,xdsl 31,HABILITADO,Activo
milearodrig_m6,172.16.20.251,xdsl 29,HABILITADO,Activo
porasquijijem,172.29.70.254,xdsl 2,HABILITADO,Activo
jipcfchongb_m,172.21.32.254,xdsl 15,HABILITADO,Activo
milcaespi_m6,172.16.20.253,xdsl 29,HABILITADO,Activo
quecnolveras1,172.22.65.254,xdsl 45,HABILITADO,Activo
LIBRE,172.27.73.254,xdsl 22,BLOQUEADO,In-Corte
jiptccantosr_m,172.21.37.254,xdsl 6,HABILITADO,Activo
zarmvcard_m,172.24.65.254,xdsl 27,HABILITADO,Activo
porevlopezv,172.29.46.254,xdsl 8,HABILITADO,Activo
milnadelg_m6,172.16.57.254,xdsl 26,HABILITADO,Activo
milejquindec2,172.16.22.252,xdsl 39,HABILITADO,Activo
quejwuc,172.22.44.254,xdsl 1,HABILITADO,Activo
millgrugelc1,172.16.24.251,xdsl 15,HABILITADO,Activo
uiomcizur_m,172.30.249.166,xdsl 6,HABILITADO,Activo
queasquin,172.22.67.254,xdsl 28,HABILITADO,Activo
gyeaacabr,172.17.120.254,xdsl 20,HABILITADO,Activo
milmgastudil_m4,172.16.20.249,xdsl 21,HABILITADO,Activo
queeaolve_m,172.22.21.252,xdsl 48,HABILITADO,Activo
zardacuen_m,172.24.69.254,xdsl 30,HABILITADO,Activo
pinfrcalled_m,172.24.32.253,xdsl 8,HABILITADO,Cancel
libneortegat,172.18.39.254,xdsl 19,HABILITADO,Activo
manganaranjor,172.28.112.246,xdsl 22,HABILITADO,Activo
jipsarodr_m,172.21.34.254,xdsl 28,HABILITADO,Activo
porcralarconm_m,172.29.86.254,xdsl 1,HABILITADO,Activo
pingpvallej_m,172.24.28.254,xdsl 35,HABILITADO,Activo
trilfluceros_m,10.114.4.254,xdsl 18,HABILITADO,Activo
LIBRE,172.17.127.254,xdsl 45,BLOQUEADO,In-Corte
manfdalci_m,172.28.125.251,xdsl 19,HABILITADO,Activo
pinfsaguilar_m,172.24.52.254,xdsl 25,HABILITADO,Activo
porimariasp,172.29.26.250,xdsl 47,HABILITADO,Activo
milzmestr_m4,172.16.94.254,xdsl 26,HABILITADO,Cancel
milncnara_m4,172.16.20.254,xdsl 36,HABILITADO,Activo
manevguillenr,172.28.125.254,xdsl 33,HABILITADO,Activo
milabsarmie_m6,172.16.39.254,xdsl 5,HABILITADO,Activo
libcareyesc_m,172.18.55.254,xdsl 22,HABILITADO,Activo
porcadel_m,172.29.62.254,xdsl 42,HABILITADO,Activo
LIBRE,172.30.252.178,xdsl 40,BLOQUEADO,In-Corte
quemgenriqu_m,172.22.57.254,xdsl 24,HABILITADO,Activo
porgmcove,172.29.122.254,xdsl 24,HABILITADO,Activo
poraezamb,172.29.26.251,xdsl 36,HABILITADO,Activo
porjlmoralesc1,172.29.94.254,xdsl 10,HABILITADO,Cancel
manfcalerog_m,172.28.86.239,xdsl 20,HABILITADO,Activo
porcgdiazc,172.29.26.248,xdsl 20,HABILITADO,Activo
jipeamerol,172.21.29.254,xdsl 39,HABILITADO,Activo
porjbfalconic,172.29.26.252,xdsl 9,HABILITADO,Activo
milsgjaram_m4,172.16.20.250,xdsl 43,HABILITADO,Activo
pinecrami_m,172.24.30.253,xdsl 7,HABILITADO,Activo
queahtumb,172.22.51.254,xdsl 30,HABILITADO,Activo
pindvbravol_m,172.24.47.254,xdsl 7,HABILITADO,Activo
pornamene,172.29.90.254,xdsl 29,HABILITADO,Activo
uiolobunayc,172.30.251.132,xdsl 13,HABILITADO,Activo
manesphs.,172.28.34.248,xdsl 13,HABILITADO,Cancel
milygvicu_m4,172.16.21.242,xdsl 36,HABILITADO,Activo
pinjfherr_m,172.24.48.254,xdsl 30,HABILITADO,Activo
gyevvpote,172.17.112.253,xdsl 8,HABILITADO,Activo
milrssalg_m4,172.16.22.254,xdsl 48,HABILITADO,Activo
uioedcai,172.30.251.85,xdsl 11,HABILITADO,Activo
LIBRE,172.17.112.254,xdsl 39,BLOQUEADO,In-Corte
milfnsanchezv_m,172.16.22.248,xdsl 45,HABILITADO,Activo
uiomsbuendiah,172.30.249.146,xdsl 20,HABILITADO,Activo
quehbortizs1,172.22.33.254,xdsl 29,HABILITADO,Activo
pinjsgavinop_m,172.24.34.254,xdsl 9,HABILITADO,Cancel
queaftoledon_m,172.22.21.254,xdsl 19,HABILITADO,Cancel
LIBRE,172.29.82.254,xdsl 19,HABILITADO,In-Corte
zardfbarr_m3,172.24.70.254,xdsl 16,HABILITADO,Activo
uiommfern_m,172.30.249.179,xdsl 23,HABILITADO,Activo
mileisilvab,172.16.22.246,xdsl 16,HABILITADO,Activo
uiojprend,172.30.249.74,xdsl 20,HABILITADO,Activo
jipmgmene,172.21.36.254,xdsl 22,HABILITADO,Activo
milcoopsept_m4,172.16.20.250,xdsl 34,HABILITADO,Activo
pinnsramirezt_m,172.24.30.253,xdsl 22,HABILITADO,Activo
balkgescobarz,172.26.2.254,xdsl 48,HABILITADO,Activo
LIBRE,172.21.29.254,xdsl 43,BLOQUEADO,In-Corte
porvjvincese,172.29.26.252,xdsl 8,HABILITADO,Activo
queepsilva,172.22.70.254,xdsl 34,HABILITADO,Activo
manjfmeji_m,172.28.86.239,xdsl 37,HABILITADO,Activo
uioseius,172.30.252.108,xdsl 14,HABILITADO,Activo
porlacedenom,172.29.122.254,xdsl 1,HABILITADO,Activo
quebrion,172.22.57.254,xdsl 3,HABILITADO,Activo
libsfboninig_m,172.18.55.254,xdsl 23,HABILITADO,Activo
pormezeva,172.29.106.252,xdsl 35,HABILITADO,Activo
porbmloord,172.29.106.254,xdsl 40,HABILITADO,Activo
milravier,172.16.20.254,xdsl 44,HABILITADO,Activo
milaldouscorp,172.16.39.254,xdsl 40,HABILITADO,Activo
porjacarrenob,172.29.26.250,xdsl 12,HABILITADO,Activo
milvepinc_m,172.16.94.254,xdsl 41,HABILITADO,Activo
pinrwonatec,172.24.52.254,xdsl 29,HABILITADO,Activo
gyefasuar_m,172.17.127.254,xdsl 28,HABILITADO,Activo
mandarmacio,172.28.125.251,xdsl 1,HABILITADO,Activo
porfufran_m,172.29.86.254,xdsl 45,HABILITADO,Activo
troje,10.114.4.254,xdsl 29,HABILITADO,Activo
manfzambranoc,172.28.112.246,xdsl 29,HABILITADO,Activo
jiplfvalv,172.21.34.254,xdsl 35,HABILITADO,Activo
liboeca_m,172.18.39.254,xdsl 46,HABILITADO,Activo
pinjmmont_m,172.24.32.253,xdsl 11,HABILITADO,Cancel
gyelehuma,172.17.120.254,xdsl 16,HABILITADO,Activo
quesdreyeso,172.22.21.252,xdsl 22,HABILITADO,Activo
miljpfreirer_m4,172.16.20.249,xdsl 6,HABILITADO,Activo
quealordend,172.22.67.254,xdsl 22,HABILITADO,Activo
LIBRE,172.30.249.166,xdsl 29,BLOQUEADO,In-Corte
milpjpinelam,172.16.24.251,xdsl 10,HABILITADO,Activo
milgcsanche_m4,172.16.22.252,xdsl 27,HABILITADO,Activo
milnmrodr_m,172.16.57.254,xdsl 3,HABILITADO,Activo
quemjcorream,172.22.44.254,xdsl 38,HABILITADO,Activo
LIBRE,172.29.46.254,xdsl 22,BLOQUEADO,In-Corte
zarnvsancheza1,172.24.65.254,xdsl 9,HABILITADO,Cancel
jipkrpluas,172.21.37.254,xdsl 7,HABILITADO,Activo
bbhheorti_m,172.23.37.254,xdsl 36,HABILITADO,Activo
miljjguevaram,172.16.20.253,xdsl 21,HABILITADO,Activo
gyefruta,172.27.73.254,xdsl 12,HABILITADO,Cancel
quelsmenesesa,172.22.65.254,xdsl 14,HABILITADO,Activo
porkmmoreiram2,172.29.70.254,xdsl 6,HABILITADO,Activo
jipqqrenem,172.21.32.254,xdsl 12,HABILITADO,Activo
uiordsalaza,172.30.249.90,xdsl 16,HABILITADO,Activo
milmanuneza_m8,172.16.20.251,xdsl 20,HABILITADO,Activo
durgffiguer,172.17.104.254,xdsl 12,HABILITADO,Activo
querfloorp,172.22.54.254,xdsl 42,HABILITADO,Activo
durjaguadalupe,172.17.105.254,xdsl 5,HABILITADO,Activo
pinbmaguilara_m,172.24.32.254,xdsl 40,HABILITADO,Cancel
vinluderson,172.25.5.254,xdsl 23,HABILITADO,Activo
stlhpl_m,172.18.64.254,xdsl 24,HABILITADO,Activo
milcrcesenc,172.16.21.252,xdsl 5,HABILITADO,Activo
libladoum,172.18.52.254,xdsl 36,HABILITADO,Cancel
blspeb_m,10.111.3.254,xdsl 17,HABILITADO,Activo
blsnrtorr_m,10.111.2.254,xdsl 45,HABILITADO,Activo
milmeguevaraa_m,172.16.24.253,xdsl 30,HABILITADO,Activo
uiogaloyagas,172.30.251.50,xdsl 36,HABILITADO,Activo
tricaorti_m,10.114.12.254,xdsl 42,HABILITADO,Activo
milaeangu_m,172.16.60.254,xdsl 17,HABILITADO,Activo
jipmpguerrap_m,172.21.21.254,xdsl 1,HABILITADO,Activo
trojrcabr_m,10.114.6.254,xdsl 28,HABILITADO,Activo
jipldmerc,172.21.26.254,xdsl 48,HABILITADO,Activo
empytbaza_m,172.22.101.252,xdsl 37,HABILITADO,Activo
pindmmatutes_m,172.24.51.254,xdsl 15,HABILITADO,Activo
triarloza_m,10.114.16.254,xdsl 2,HABILITADO,Activo
LIBRE,172.22.41.254,xdsl 45,BLOQUEADO,Cancel
pinlmcuen_m,172.24.30.254,xdsl 18,HABILITADO,Activo
mankpchav_m,172.28.34.251,xdsl 9,HABILITADO,Activo
zartutiv_m,172.24.66.254,xdsl 48,HABILITADO,Activo
manmgintr_m,172.28.125.252,xdsl 2,HABILITADO,Activo
LIBRE,10.114.10.254,xdsl 7,HABILITADO,In-Corte
LIBRE,172.24.34.253,xdsl 5,BLOQUEADO,In-Corte
LIBRE,172.25.1.254,xdsl 37,BLOQUEADO,Cancel
uiojedura,172.30.249.86,xdsl 22,HABILITADO,Activo
vinjcflorm,172.25.1.252,xdsl 25,HABILITADO,Activo
vinclfuent_m,172.25.3.254,xdsl 1,HABILITADO,Activo
trorstenes_m,10.114.5.254,xdsl 19,HABILITADO,Activo
balejmene,172.26.3.254,xdsl 29,HABILITADO,Activo
milrjmoli_m,172.16.45.254,xdsl 15,HABILITADO,Activo
trilcasti_m,10.114.3.253,xdsl 19,HABILITADO,Activo
uiofhpare,172.30.251.84,xdsl 28,HABILITADO,Cancel
uioigruizg,172.30.254.179,xdsl 18,HABILITADO,Activo
zargfzamb_m,172.24.64.254,xdsl 45,HABILITADO,Activo
vinglcerezoc,172.25.6.254,xdsl 29,HABILITADO,Activo
vinrfalva2,172.25.2.254,xdsl 4,HABILITADO,Cancel
yaggnleont_m,172.16.106.254,xdsl 23,HABILITADO,Activo
milkmmoyong_m,172.16.22.253,xdsl 1,HABILITADO,Activo
queacorra,172.22.29.254,xdsl 44,HABILITADO,Activo
manfsanchez_m,172.28.86.251,xdsl 37,HABILITADO,Activo
balahjamag,172.26.2.252,xdsl 15,HABILITADO,Activo
quejrlind_m,172.22.66.254,xdsl 19,HABILITADO,Activo
manlovelezc_m,172.28.50.254,xdsl 38,HABILITADO,Activo
milaadiazp_m12,172.16.21.254,xdsl 5,HABILITADO,Activo
stdmjjime,172.30.253.76,xdsl 26,HABILITADO,Activo
uiomldiazc,172.30.252.139,xdsl 33,HABILITADO,Activo
porjemaciasy,172.29.78.254,xdsl 2,HABILITADO,Activo
macmafeijos,172.20.36.254,xdsl 23,HABILITADO,Activo
manjerocaz,172.28.40.61,xdsl 19,HABILITADO,Activo
vinmatama_m,172.25.2.253,xdsl 1,HABILITADO,Activo
libjvicazaf,172.18.41.254,xdsl 8,HABILITADO,Activo
durocpena_m,172.17.133.254,xdsl 32,HABILITADO,Activo
emporhida_m,172.22.103.254,xdsl 4,HABILITADO,Activo
queeyjime,172.22.53.254,xdsl 27,HABILITADO,Activo
porcjbowena,172.29.50.254,xdsl 4,HABILITADO,Activo
jipejvill,172.21.32.253,xdsl 39,HABILITADO,Activo
trowgsali23,10.114.13.254,xdsl 9,HABILITADO,Activo
manmbcab_m,172.28.34.254,xdsl 45,HABILITADO,Activo
jiphhgonz,172.21.21.253,xdsl 3,HABILITADO,Activo
salcpums_m,172.18.58.254,xdsl 3,HABILITADO,Activo
bbhglleonf,172.23.29.254,xdsl 11,HABILITADO,Activo
stllnse_m,172.18.56.254,xdsl 3,HABILITADO,Cancel
balaabravoz,172.26.2.253,xdsl 45,HABILITADO,Activo
strsgalan_m,172.20.40.254,xdsl 38,HABILITADO,Activo
uioajervis,172.30.251.24,xdsl 4,HABILITADO,Activo
LIBRE,172.23.24.254,xdsl 34,BLOQUEADO,In-Corte
emplaanch,172.22.101.254,xdsl 9,HABILITADO,Activo
queherive,172.22.56.254,xdsl 10,HABILITADO,Cancel
LIBRE,172.17.106.254,xdsl 11,BLOQUEADO,In-Corte
empyareca_m,172.22.100.254,xdsl 41,HABILITADO,Activo
uiociarauzf,172.30.251.87,xdsl 5,HABILITADO,Activo
porm-is,172.29.98.254,xdsl 16,HABILITADO,Cancel
trihfparraf,10.114.1.254,xdsl 18,HABILITADO,Activo
milamtoma_m6,172.16.21.241,xdsl 23,HABILITADO,Activo
sallcantin_m,172.18.63.254,xdsl 26,HABILITADO,Activo
milamreyesc_m,172.16.54.254,xdsl 12,HABILITADO,Activo
porskvive,172.29.30.254,xdsl 21,HABILITADO,Activo
trocrpesantesp,10.114.9.254,xdsl 32,HABILITADO,Activo
jiprxparr,172.21.35.254,xdsl 44,HABILITADO,Activo
trimjcand_m,10.114.11.254,xdsl 33,HABILITADO,Activo
quesvvale_m,172.22.52.254,xdsl 41,HABILITADO,Activo
porfmzambranol,172.29.21.253,xdsl 9,HABILITADO,Activo
manmhfernan_m,172.28.34.249,xdsl 18,HABILITADO,Activo
manjwlopezp_m,172.28.48.254,xdsl 29,HABILITADO,Activo
LIBRE,172.22.102.254,xdsl 32,BLOQUEADO,In-Corte
troadguadalupe,10.114.2.254,xdsl 9,HABILITADO,Activo
trijobara_m,10.114.3.254,xdsl 2,HABILITADO,Activo
trogmguam,10.114.9.253,xdsl 37,HABILITADO,Activo
poracost,172.29.58.254,xdsl 39,HABILITADO,Activo
empdccede_m,172.22.100.254,xdsl 42,HABILITADO,Activo
trosaguaya,10.114.4.253,xdsl 9,HABILITADO,Activo
gyeoagarci_m,172.17.106.254,xdsl 24,HABILITADO,Activo
quefgchil,172.22.68.254,xdsl 9,HABILITADO,Activo
queamfernan_m,172.22.56.254,xdsl 17,HABILITADO,Activo
manbpadil_m,172.28.21.254,xdsl 13,HABILITADO,Cancel
bbhemquin_m,172.23.24.254,xdsl 7,HABILITADO,Activo
uiovbceva,172.30.251.24,xdsl 26,HABILITADO,Activo
transtelcosrosa,172.20.40.254,xdsl 1,BLOQUEADO,Activo
uiogpcade,172.30.251.82,xdsl 40,HABILITADO,Activo
bbhwsfern,172.23.29.254,xdsl 8,HABILITADO,Cancel
saljamenese_m,172.18.58.254,xdsl 21,HABILITADO,Activo
manjpchavezt,172.28.34.254,xdsl 6,HABILITADO,Activo
jiptjaguayoz,172.21.21.253,xdsl 8,HABILITADO,Activo
LIBRE,172.16.106.253,xdsl 45,HABILITADO,Cancel
blszfespino_m,10.111.3.253,xdsl 17,HABILITADO,Activo
durpairra_m,172.17.133.254,xdsl 26,HABILITADO,Activo
queneloord_m,172.22.53.254,xdsl 43,HABILITADO,Activo
empjmgarc_m,172.22.103.254,xdsl 2,HABILITADO,Activo
salpsa_m,172.18.41.254,xdsl 46,HABILITADO,Activo
manacorra_m,172.28.40.61,xdsl 41,HABILITADO,Activo
macjacardenase1,172.20.36.254,xdsl 39,HABILITADO,Activo
pornjcher,172.29.78.254,xdsl 17,HABILITADO,Activo
stlnecor4,172.18.56.254,xdsl 34,HABILITADO,Cancel
milmspumaw,172.16.21.254,xdsl 24,HABILITADO,Activo
LIBRE,172.30.252.139,xdsl 32,BLOQUEADO,In-Corte
quenmcastrom,172.22.66.254,xdsl 7,HABILITADO,Activo
stdsuare_m,172.30.253.76,xdsl 1,HABILITADO,Cancel
milexpovilla,172.16.22.253,xdsl 19,HABILITADO,Activo
quefgfaresv,172.22.29.254,xdsl 7,HABILITADO,Activo
gyelmgarciam,172.27.151.254,xdsl 39,HABILITADO,Activo
manvrivasl_m,172.28.86.251,xdsl 27,HABILITADO,Activo
vinlgacunas,172.25.2.254,xdsl 7,HABILITADO,Activo
LIBRE,172.25.6.254,xdsl 30,BLOQUEADO,In-Corte
zardavala_m,172.24.64.254,xdsl 33,HABILITADO,Activo
milemjura_m6,172.16.45.254,xdsl 41,HABILITADO,Activo
uiosjcarr_m,172.30.251.84,xdsl 33,HABILITADO,Activo
LIBRE,10.114.3.253,xdsl 29,HABILITADO,In-Corte
LIBRE,172.25.1.252,xdsl 47,BLOQUEADO,In-Corte
balmfsanc,172.26.3.254,xdsl 28,HABILITADO,Activo
vinmhgonz,172.25.3.254,xdsl 4,HABILITADO,Activo
vinrjlo_m,172.25.1.254,xdsl 19,HABILITADO,Activo
uiosepaoma,172.30.249.86,xdsl 7,HABILITADO,Activo
pindmloai_m,172.24.34.253,xdsl 12,HABILITADO,Activo
macceteoro,172.20.38.254,xdsl 33,HABILITADO,Activo
macheloay_m,172.20.20.254,xdsl 36,HABILITADO,Cancel
trohjllanga_m,10.114.10.254,xdsl 31,HABILITADO,Activo
macgaullaurip_m,172.20.62.254,xdsl 35,HABILITADO,Activo
pinarrom_m8,172.24.30.254,xdsl 4,HABILITADO,Cancel
queaecordovab,172.22.41.254,xdsl 11,HABILITADO,Activo
pinmtmaza_m,172.24.51.254,xdsl 10,HABILITADO,Activo
empctipm_m,172.22.101.252,xdsl 11,HABILITADO,Activo
triebchil_m,10.114.16.254,xdsl 21,HABILITADO,Activo
jipmetuba,172.21.26.254,xdsl 31,HABILITADO,Activo
tromechalcu,10.114.6.254,xdsl 32,HABILITADO,Activo
milgtdurandt_m4,172.16.60.254,xdsl 1,HABILITADO,Activo
quefesarabiaa,172.22.50.254,xdsl 11,HABILITADO,Activo
palpjbrav,172.25.8.254,xdsl 35,HABILITADO,Activo
quewatoaq2,172.22.37.254,xdsl 36,HABILITADO,Activo
LIBRE,172.16.24.253,xdsl 17,BLOQUEADO,In-Corte
jipeazambranol,172.21.21.254,xdsl 33,HABILITADO,Activo
blsmmalva_m,10.111.2.254,xdsl 10,HABILITADO,Cancel
vingstrianah,172.25.1.253,xdsl 28,HABILITADO,Activo
trilavivasu2,10.114.12.254,xdsl 35,HABILITADO,Activo
libmaaria_m,172.18.52.254,xdsl 31,HABILITADO,Activo
blsraloay_m,10.111.3.254,xdsl 26,HABILITADO,Activo
mildajijong_m6,172.16.21.252,xdsl 46,HABILITADO,Activo
vinjamaciasv,172.25.5.254,xdsl 3,HABILITADO,Activo
durjgtorresz,172.17.105.254,xdsl 14,HABILITADO,Activo
pinjhverap_m,172.24.32.254,xdsl 46,HABILITADO,Activo
LIBRE,172.25.2.252,xdsl 18,BLOQUEADO,In-Corte
durjcsemperteg,172.17.104.254,xdsl 19,HABILITADO,Activo
milijquinone_m,172.16.20.251,xdsl 48,HABILITADO,Activo
porlncede_m,172.29.70.254,xdsl 16,HABILITADO,Cancel
jipbusesvillao,172.21.32.254,xdsl 16,HABILITADO,Activo
queamandr,172.22.65.254,xdsl 1,HABILITADO,Activo
gyemicroedpd,172.27.73.254,xdsl 14,HABILITADO,Activo
quearcabrerac,172.22.58.254,xdsl 22,HABILITADO,Activo
vinbmalme_m,172.25.4.254,xdsl 33,HABILITADO,Activo
jipadcana,172.21.37.254,xdsl 48,HABILITADO,Activo
milrtport_m6,172.16.21.245,xdsl 5,HABILITADO,Cancel
zarcdasan_m,172.24.65.254,xdsl 17,HABILITADO,Activo
bbhrjrodrig,172.23.37.254,xdsl 16,HABILITADO,Activo
porwaalva,172.29.46.254,xdsl 12,HABILITADO,Activo
macjkpach_m,172.20.45.254,xdsl 45,HABILITADO,Activo
queaftole_m,172.22.44.254,xdsl 40,HABILITADO,Activo
milmwchal_m,172.16.22.252,xdsl 8,HABILITADO,Activo
miljisama_m6,172.16.57.254,xdsl 16,HABILITADO,Activo
milglcarrer_m6,172.16.24.251,xdsl 6,HABILITADO,Activo
vinlrcoel,172.25.1.250,xdsl 17,HABILITADO,Activo
quejlalvarezy,172.22.67.254,xdsl 24,HABILITADO,Activo
LIBRE,172.17.120.254,xdsl 4,BLOQUEADO,In-Corte
queseco_m,172.22.21.252,xdsl 23,HABILITADO,Activo
miljpsandovaly,172.16.20.249,xdsl 2,HABILITADO,Activo
pinljmeji_m,172.24.32.253,xdsl 17,HABILITADO,Cancel
pormcgarc_m4,172.29.86.254,xdsl 24,HABILITADO,Activo
librocastrop_m,172.18.39.254,xdsl 23,HABILITADO,Activo
jipafiencor,172.21.34.254,xdsl 2,HABILITADO,Activo
LIBRE,172.17.127.254,xdsl 14,BLOQUEADO,In-Corte
mangjpon_m,172.28.125.251,xdsl 6,HABILITADO,Activo
porjivelize,172.29.26.250,xdsl 17,HABILITADO,Activo
pinmeagui_m,172.24.52.254,xdsl 17,HABILITADO,Activo
milmicard_m6,172.16.94.254,xdsl 17,HABILITADO,Activo
miljfreyreg2_m6,172.16.20.254,xdsl 24,HABILITADO,Activo
porspmoranm,172.29.106.254,xdsl 31,HABILITADO,Activo
quergboni,172.22.57.254,xdsl 30,HABILITADO,Activo
porlemejiam,172.29.122.254,xdsl 8,HABILITADO,Activo
poramgarc,172.29.106.252,xdsl 29,HABILITADO,Activo
uiohevillagt,172.30.252.108,xdsl 15,HABILITADO,Activo
mansdburgosb,172.28.86.239,xdsl 28,HABILITADO,Activo
LIBRE,172.22.70.254,xdsl 12,BLOQUEADO,In-Corte
porcibend,172.29.26.252,xdsl 18,HABILITADO,Cancel
mildemayo_m4,172.16.20.250,xdsl 21,HABILITADO,Activo
pinavquim_m,172.24.30.253,xdsl 32,HABILITADO,Cancel
balmlocho_m,172.26.2.254,xdsl 33,HABILITADO,Activo
pinjcordonezc_m,172.24.28.254,xdsl 31,HABILITADO,Activo
jipamtuar_m,172.21.36.254,xdsl 26,HABILITADO,Cancel
milemllong_m6,172.16.22.246,xdsl 36,HABILITADO,Activo
uiogabayasc,172.30.249.74,xdsl 16,HABILITADO,Activo
porofball,172.29.82.254,xdsl 21,HABILITADO,Activo
uiomcpere,172.30.249.179,xdsl 22,HABILITADO,Activo
zarocfeij_m,172.24.70.254,xdsl 26,HABILITADO,Activo
pinwbjumboc_m,172.24.34.254,xdsl 21,HABILITADO,Activo
quefccast_m,172.22.21.254,xdsl 30,HABILITADO,Activo
LIBRE,172.22.33.254,xdsl 41,BLOQUEADO,In-Corte
